

Comienza el proceso de eliminación



Número 		 |		Tiempo que le tomó
    2875		 | 		111631
    4070		 | 		111714
    1278		 | 		111789
    5207		 | 		111865
    5375		 | 		111935
    3184		 | 		112026
    3984		 | 		112121
    8982		 | 		112206
    4891		 | 		112271
    4421		 | 		112347
    3297		 | 		112427
    535		 | 		112499
    5664		 | 		112591
    1641		 | 		112685
    929		 | 		112777
    4605		 | 		112847
    5944		 | 		112941
    3386		 | 		113010
    4678		 | 		113082
    6733		 | 		113155
    2268		 | 		113228
    5989		 | 		113320
    5212		 | 		113394
    3092		 | 		113484
    7148		 | 		113575
    6707		 | 		113670
    8920		 | 		113762
    7876		 | 		113837
    9202		 | 		113913
    9317		 | 		114007
    2667		 | 		114086
    2077		 | 		114176
    3386		 | 		114270
    296		 | 		114348
    3635		 | 		114443
    5112		 | 		114515
    3479		 | 		114587
    7618		 | 		114684
    4094		 | 		114757
    4721		 | 		114826
    2039		 | 		114920
    3742		 | 		115000
    5255		 | 		115070
    4054		 | 		115242
    5382		 | 		115348
    2535		 | 		115444
    5010		 | 		115519
    1325		 | 		115593
    5920		 | 		115665
    6040		 | 		115756
    4410		 | 		115852
    4539		 | 		115984
    2028		 | 		116103
    9621		 | 		116241
    7630		 | 		116337
    9175		 | 		116425
    6327		 | 		116505
    2901		 | 		116606
    3403		 | 		116677
    1880		 | 		116772
    2217		 | 		116843
    2421		 | 		116916
    308		 | 		117009
    1954		 | 		117081
    9068		 | 		117161
    3943		 | 		117232
    7066		 | 		117306
    8898		 | 		117379
    1560		 | 		117461
    7511		 | 		117542
    3618		 | 		117620
    9950		 | 		117696
    7604		 | 		117787
    5224		 | 		117865
    355		 | 		117940
    2986		 | 		118115
    4110		 | 		118191
    5365		 | 		118269
    4310		 | 		118350
    29		 | 		118425
    1404		 | 		118504
    5071		 | 		118579
    919		 | 		118685
    9783		 | 		118758
    4691		 | 		118823
    4900		 | 		118891
    5310		 | 		118958
    7369		 | 		119027
    4152		 | 		119113
    8712		 | 		119196
    9249		 | 		119264
    6369		 | 		119332
    7484		 | 		119400
    5908		 | 		119470
    4674		 | 		119539
    6551		 | 		119625
    9850		 | 		119689
    8091		 | 		119758
    1800		 | 		119826
    7762		 | 		119895
    1953		 | 		119980
    5417		 | 		120045
    7711		 | 		120128
    9557		 | 		120194
    6992		 | 		120282
    8066		 | 		120349
    2542		 | 		120435
    1101		 | 		120520
    9782		 | 		120583
    3203		 | 		120650
    7481		 | 		120719
    1185		 | 		120805
    8274		 | 		120890
    4751		 | 		120954
    7319		 | 		121025
    9316		 | 		121112
    9650		 | 		121179
    2628		 | 		121270
    6685		 | 		121336
    3801		 | 		121405
    7691		 | 		121490
    2285		 | 		121571
    6521		 | 		121638
    5174		 | 		121709
    8192		 | 		121777
    7547		 | 		121863
    8076		 | 		121925
    8042		 | 		121993
    5637		 | 		122080
    9875		 | 		122146
    5803		 | 		122214
    7590		 | 		122281
    1643		 | 		122349
    9865		 | 		122434
    3498		 | 		122520
    8634		 | 		122604
    4282		 | 		122675
    6039		 | 		122761
    6086		 | 		122847
    4063		 | 		122935
    5593		 | 		123006
    9918		 | 		123091
    1599		 | 		123174
    3866		 | 		123258
    4668		 | 		123326
    8918		 | 		123393
    9534		 | 		123458
    669		 | 		123527
    1545		 | 		123613
    6218		 | 		123694
    4470		 | 		123779
    9236		 | 		123863
    8502		 | 		123926
    7342		 | 		124012
    761		 | 		124077
    3045		 | 		124164
    4888		 | 		124230
    8837		 | 		124298
    1086		 | 		124384
    6877		 | 		124470
    5063		 | 		124537
    3240		 | 		124605
    818		 | 		124672
    6706		 | 		124760
    3105		 | 		124828
    4315		 | 		124899
    1691		 | 		124968
    7386		 | 		125036
    6705		 | 		125100
    4129		 | 		125173
    7801		 | 		125241
    2297		 | 		125323
    4046		 | 		125409
    9399		 | 		125489
    2515		 | 		125554
    5066		 | 		125622
    8316		 | 		125708
    2048		 | 		125793
    5734		 | 		125858
    6213		 | 		125925
    4617		 | 		125993
    6555		 | 		126058
    1800		 | 		126142
    3118		 | 		126207
    3897		 | 		126292
    2560		 | 		126358
    2514		 | 		126423
    5136		 | 		126510
    7748		 | 		126586
    3600		 | 		126651
    8364		 | 		126734
    2811		 | 		126818
    3191		 | 		126884
    5533		 | 		126951
    5868		 | 		127018
    2647		 | 		127103
    9847		 | 		127169
    7558		 | 		127238
    33		 | 		127303
    6551		 | 		127385
    8038		 | 		127450
    7833		 | 		127534
    5200		 | 		127601
    2084		 | 		127687
    3583		 | 		127769
    4066		 | 		127833
    7149		 | 		127900
    8251		 | 		127965
    6113		 | 		128090
    2882		 | 		128160
    4463		 | 		128224
    729		 | 		128309
    5789		 | 		128374
    2614		 | 		128457
    198		 | 		128538
    6037		 | 		128619
    5173		 | 		128681
    2711		 | 		128745
    7524		 | 		128810
    9273		 | 		128893
    2662		 | 		128956
    5888		 | 		129021
    2083		 | 		129084
    5853		 | 		129168
    1420		 | 		129231
    4302		 | 		129313
    4851		 | 		129377
    7619		 | 		129461
    8211		 | 		129524
    4883		 | 		129629
    521		 | 		129714
    6249		 | 		129795
    9067		 | 		129858
    5720		 | 		129925
    8332		 | 		130007
    9002		 | 		130071
    6137		 | 		130153
