Comienza a insertar valores
Número 		 |		Tiempo que le tomó
    74197		 | 		40012
    41101		 | 		40081
    7860		 | 		40148
    33348		 | 		40218
    93769		 | 		40285
    25985		 | 		40357
    12496		 | 		40428
    36673		 | 		40495
    99006		 | 		40605
    93823		 | 		40704
    17553		 | 		40774
    43708		 | 		40843
    49099		 | 		40910
    14776		 | 		40979
    52000		 | 		41045
    48032		 | 		41113
    44501		 | 		41181
    95017		 | 		41246
    3564		 | 		41314
    24577		 | 		41380
    25473		 | 		41447
    52572		 | 		41514
    80106		 | 		41582
    85096		 | 		41649
    78446		 | 		41721
    86917		 | 		41788
    64049		 | 		41855
    32287		 | 		41958
    66413		 | 		42070
    21084		 | 		42138
    98679		 | 		42917
    56962		 | 		43004
    62185		 | 		43077
    22891		 | 		43149
    90309		 | 		43221
    55953		 | 		43286
    48875		 | 		43355
    2804		 | 		43427
    8977		 | 		43496
    64232		 | 		43568
    12979		 | 		43636
    42882		 | 		43704
    7940		 | 		43770
    62077		 | 		43837
    57657		 | 		43903
    76291		 | 		43976
    26460		 | 		44042
    2157		 | 		44111
    71307		 | 		44179
    46376		 | 		44247
    43085		 | 		44379
    96779		 | 		44468
    98947		 | 		44540
    23190		 | 		44609
    98226		 | 		44677
    93745		 | 		44743
    26458		 | 		44813
    62275		 | 		44878
    42383		 | 		44946
    92870		 | 		45012
    83358		 | 		45086
    41061		 | 		45152
    66183		 | 		45220
    61894		 | 		45293
    80303		 | 		45367
    56491		 | 		45437
    34198		 | 		45506
    29177		 | 		45579
    75647		 | 		45646
    43175		 | 		45719
    93409		 | 		45788
    88625		 | 		45858
    86056		 | 		45933
    1348		 | 		46003
    67053		 | 		46070
    60064		 | 		46138
    93990		 | 		46207
    9865		 | 		46275
    62220		 | 		46344
    65296		 | 		46412
    56240		 | 		46481
    21656		 | 		46551
    78426		 | 		46619
    71538		 | 		46688
    44845		 | 		46756
    76652		 | 		46825
    65282		 | 		46892
    71302		 | 		46962
    55278		 | 		47030
    24016		 | 		47100
    80523		 | 		47170
    54987		 | 		47240
    65077		 | 		47310
    63058		 | 		47410
    16881		 | 		47484
    61731		 | 		47554
    19548		 | 		47622
    51078		 | 		47692
    90908		 | 		47762
    11546		 | 		47832
    10604		 | 		47900
    668		 | 		47970
    16522		 | 		48038
    13011		 | 		48108
    18367		 | 		48172
    99927		 | 		48241
    73074		 | 		48310
    12356		 | 		48377
    9791		 | 		48447
    51645		 | 		48515
    94003		 | 		48623
    66030		 | 		48716
    73300		 | 		48785
    72428		 | 		48855
    37567		 | 		48922
    34496		 | 		48993
    65431		 | 		49065
    19201		 | 		49133
    5797		 | 		49203
    20708		 | 		49273
    43216		 | 		49343
    2672		 | 		49410
    75695		 | 		49481
    24644		 | 		49550
    65729		 | 		49618
    8927		 | 		49689
    86375		 | 		49755
    1628		 | 		49825
    76356		 | 		49892
    93634		 | 		49961
    29526		 | 		50031
    86960		 | 		50102
    94301		 | 		50170
    62399		 | 		50239
    16322		 | 		50309
    29019		 | 		50376
    62325		 | 		50446
    89396		 | 		50514
    41374		 | 		50587
    72115		 | 		50657
    41040		 | 		50726
    35376		 | 		50794
    54496		 | 		50864
    30692		 | 		50934
    24155		 | 		51002
    8415		 | 		51080
    65187		 | 		51149
    89586		 | 		51223
    27615		 | 		51291
    87336		 | 		51361
    10293		 | 		51430
    87182		 | 		51499
    6359		 | 		51569
    2339		 | 		51637
    28178		 | 		51708
    88439		 | 		51775
    11265		 | 		51846
    14552		 | 		51913
    6418		 | 		51983
    87621		 | 		52051
    24537		 | 		52119
    35943		 | 		52194
    74580		 | 		52263
    35189		 | 		52333
    14694		 | 		52404
    90901		 | 		52476
    64207		 | 		52544
    77018		 | 		52615
    96648		 | 		52684
    21932		 | 		52752
    65485		 | 		52822
    54040		 | 		52889
    73659		 | 		52962
    19980		 | 		53030
    84731		 | 		53102
    97813		 | 		53169
    44746		 | 		53320
    66269		 | 		53390
    87398		 | 		53461
    72360		 | 		53533
    53604		 | 		53601
    14043		 | 		53669
    75894		 | 		53739
    76314		 | 		53808
    16381		 | 		53876
    4071		 | 		53949
    64752		 | 		54017
    27646		 | 		54086
