Comienza a insertar valores
Número 		 |		Tiempo que le tomó
    2047		 | 		162734
    1478		 | 		162804
    6181		 | 		162870
    2892		 | 		162940
    28		 | 		163007
    8979		 | 		163077
    5025		 | 		163221
    505		 | 		163292
    6283		 | 		163361
    9163		 | 		163430
    3115		 | 		163498
    3149		 | 		163568
    7274		 | 		163640
    6108		 | 		163709
    267		 | 		163776
    4343		 | 		163846
    7083		 | 		163920
    9916		 | 		163986
    2387		 | 		164063
    2383		 | 		164133
    8313		 | 		164206
    7606		 | 		164276
    2096		 | 		164346
    7982		 | 		164415
    9280		 | 		164482
    6663		 | 		164553
    1499		 | 		164620
    1094		 | 		164690
    1394		 | 		164759
    4000		 | 		164827
    3255		 | 		164894
    3440		 | 		164960
    1829		 | 		165027
    9435		 | 		165096
    6331		 | 		165165
    1856		 | 		165232
    4765		 | 		165303
    7707		 | 		165371
    8713		 | 		165442
    1047		 | 		165509
    6870		 | 		165579
    8179		 | 		165651
    547		 | 		165722
    4143		 | 		165790
    638		 | 		165857
    813		 | 		165925
    4837		 | 		165992
    7721		 | 		166067
    728		 | 		166134
    3576		 | 		166203
    103		 | 		166271
    9040		 | 		166340
    1181		 | 		166412
    2199		 | 		166479
    3373		 | 		166552
    6812		 | 		166622
    5213		 | 		166693
    4871		 | 		166759
    4257		 | 		166828
    6606		 | 		166900
    5223		 | 		167008
    7511		 | 		167106
    46		 | 		167177
    3403		 | 		167245
    3297		 | 		167313
    2728		 | 		167384
    1611		 | 		167454
    8061		 | 		167523
    435		 | 		167593
    323		 | 		167666
    5459		 | 		167736
    3656		 | 		167808
    4853		 | 		167875
    2358		 | 		167943
    4150		 | 		168011
    5490		 | 		168083
    3170		 | 		168151
    8987		 | 		168221
    9562		 | 		168290
    3898		 | 		168356
    2562		 | 		168425
    9665		 | 		168492
    2937		 | 		168562
    94		 | 		168629
    8215		 | 		168698
    2662		 | 		168765
    6905		 | 		168834
    9779		 | 		168901
    7532		 | 		168976
    1161		 | 		169061
    2736		 | 		169140
    9106		 | 		169219
    8671		 | 		169295
    9133		 | 		169713
    2509		 | 		169804
    8319		 | 		169887
    1861		 | 		169970
    471		 | 		170054
    2731		 | 		170130
    8647		 | 		170211
    793		 | 		170293
    4541		 | 		170368
    2302		 | 		170447
    1997		 | 		170524
    6898		 | 		170605
    2803		 | 		170687
    7486		 | 		170762
    68		 | 		170839
    1789		 | 		170921
    7048		 | 		170994
    3965		 | 		171075
    702		 | 		171152
    3064		 | 		171229
    3253		 | 		171306
    795		 | 		171379
    7630		 | 		171458
    5914		 | 		171693
    7699		 | 		171772
    3760		 | 		171856
    9798		 | 		171941
    5211		 | 		172026
    6495		 | 		172103
    5255		 | 		172189
    233		 | 		172271
    5628		 | 		172350
    7763		 | 		172423
    8551		 | 		172491
    3840		 | 		172565
    8233		 | 		172635
    7633		 | 		172708
    2486		 | 		172783
    5377		 | 		172857
    2174		 | 		172933
    1139		 | 		173005
    3725		 | 		173077
    9071		 | 		173150
    3941		 | 		173229
    1211		 | 		173301
    9138		 | 		173371
    2082		 | 		173450
    4610		 | 		173527
    9454		 | 		173605
    9135		 | 		173677
    4025		 | 		173747
    9059		 | 		173824
    9930		 | 		173905
    1654		 | 		173984
    1324		 | 		174063
    3980		 | 		174136
    1765		 | 		174214
    7473		 | 		174295
    5543		 | 		174369
    8259		 | 		174449
    2728		 | 		174521
    5775		 | 		174600
    238		 | 		174676
    6842		 | 		174752
    678		 | 		174826
    4077		 | 		174901
    1427		 | 		175097
    8310		 | 		175180
    2914		 | 		175258
    3155		 | 		175340
    483		 | 		175414
    4052		 | 		175485
    6880		 | 		175563
    5906		 | 		175643
    4345		 | 		175724
    4442		 | 		175801
    1395		 | 		175875
    6426		 | 		175948
    9051		 | 		176021
    849		 | 		176088
    5560		 | 		176167
    3075		 | 		176239
    6259		 | 		176359
    1841		 | 		176443
    1080		 | 		176524
    3934		 | 		176605
    2173		 | 		176687
    9196		 | 		176759
    7759		 | 		176835
    7715		 | 		176907
    7454		 | 		176987
    486		 | 		177058
    3489		 | 		177125
    4044		 | 		177202
    3679		 | 		177275
    4166		 | 		177354
    8120		 | 		177430
    5105		 | 		177500
    8828		 | 		177574
    7386		 | 		177644
    8260		 | 		177814
    9310		 | 		177887
    1437		 | 		177969
    5139		 | 		178048
    5215		 | 		178129
    2133		 | 		178211
    5932		 | 		178283
    6610		 | 		178358
    8558		 | 		178429
    4982		 | 		178501
    3810		 | 		178575
    470		 | 		178966
    4408		 | 		179048
    6420		 | 		179124
    8662		 | 		179209
    1839		 | 		179293
    6705		 | 		179368
    834		 | 		179448
