Comienza a insertar valores
Número 		 |		Tiempo que le tomó
    8954		 | 		40428
    68576		 | 		40465
    84880		 | 		40503
    61246		 | 		40541
    9279		 | 		40578
    15671		 | 		40616
    88794		 | 		40653
    81508		 | 		40705
    89262		 | 		40775
    13527		 | 		40818
    67099		 | 		40856
    43340		 | 		40894
    25457		 | 		40932
    69680		 | 		40970
    95339		 | 		41007
    89691		 | 		41045
    66699		 | 		41097
    11527		 | 		41144
    42683		 | 		41186
    30517		 | 		41225
    45509		 | 		41262
    82123		 | 		41300
    37027		 | 		41364
    89949		 | 		41421
    40743		 | 		41471
    6650		 | 		41534
    9599		 | 		41577
    46189		 | 		41614
    58007		 | 		41652
    91980		 | 		41690
    30078		 | 		41727
    83312		 | 		41765
    76907		 | 		41803
    14957		 | 		41841
    44558		 | 		41878
    2538		 | 		41916
    46979		 | 		41953
    49703		 | 		42017
    397		 | 		42057
    36240		 | 		42094
    79581		 | 		42132
    67496		 | 		42170
    79579		 | 		42207
    5037		 | 		42245
    53527		 | 		42282
    91269		 | 		42322
    11079		 | 		42370
    36577		 | 		42410
    2795		 | 		42447
    70113		 | 		42485
    67094		 | 		42522
    48303		 | 		42559
    68587		 | 		42597
    20472		 | 		42635
    38251		 | 		42672
    9330		 | 		42709
    27121		 | 		42747
    64201		 | 		42784
    55518		 | 		42823
    1479		 | 		42860
    72532		 | 		42897
    85595		 | 		42936
    84791		 | 		42974
    65791		 | 		43012
    16903		 | 		43049
    45700		 | 		43086
    68328		 | 		43124
    63881		 | 		43161
    11754		 | 		43200
    68724		 | 		43237
    120		 | 		43275
    91334		 | 		43313
    52571		 | 		43371
    96050		 | 		43410
    12723		 | 		43448
    22449		 | 		43486
    87318		 | 		43524
    40153		 | 		43563
    59026		 | 		43603
    6465		 | 		43643
    10266		 | 		43681
    26119		 | 		43718
    54767		 | 		43756
    78852		 | 		43794
    46590		 | 		43832
    9370		 | 		43870
    4533		 | 		43908
    90062		 | 		43946
    73570		 | 		43983
    60051		 | 		44021
    7892		 | 		44058
    46102		 | 		44096
    61997		 | 		44134
    92682		 | 		44172
    11892		 | 		44209
    78900		 | 		44247
    54733		 | 		44285
    96571		 | 		44325
    42780		 | 		44364
    66486		 | 		44401
    81646		 | 		44439
    42900		 | 		44477
    57820		 | 		44514
    50569		 | 		44552
    55301		 | 		44591
    86894		 | 		44631
    73017		 | 		44669
    42619		 | 		44707
    27046		 | 		44745
    32042		 | 		44784
    49083		 | 		44821
    53663		 | 		44859
    58160		 | 		44896
    20201		 | 		44936
    48867		 | 		44975
    21101		 | 		45013
    29570		 | 		45051
    53399		 | 		45088
    27514		 | 		45125
    19492		 | 		45163
    29801		 | 		45200
    35406		 | 		45238
    81945		 | 		45276
    91798		 | 		45313
    44439		 | 		45365
    10188		 | 		45405
    70697		 | 		45442
    99172		 | 		45480
    6758		 | 		45518
    13476		 | 		45555
    65657		 | 		45595
    4755		 | 		45648
    72727		 | 		45688
    39828		 | 		45726
    55323		 | 		45763
